home_goals_scored_avg,home_goals_conceded_avg,away_goals_scored_avg,away_goals_conceded_avg,home_win_rate,away_win_rate,home_form_points,away_form_points,home_advantage,home_shot_accuracy,away_shot_accuracy,home_discipline,away_discipline,outcome,League,date,home_team,away_team
2.0,0.4,0.7,1.5,0.9,0.1,2.7,0.7,1,0.2727272727272727,0.18181818181818182,2,3,2,spain,2020-12-30,Ath Madrid,Getafe
1.7,1.4,1.1,1.9,0.4,0.1,1.5,0.8,1,0.375,0.3333333333333333,2,0,2,spain,2020-12-30,Celta,Huesca
1.1,1.3,2.1,1.1,0.2,0.7,1.1,2.2,1,0.42857142857142855,0.4,1,4,1,spain,2020-12-30,Elche,Real Madrid
1.6,1.2,1.5,1.0,0.4,0.4,1.5,1.5,1,0.0,0.21428571428571427,5,4,0,spain,2020-12-31,Ath Bilbao,Sociedad
0.8,1.9,1.0,1.1,0.1,0.3,0.6,1.3,1,0.3333333333333333,0.0625,6,4,1,spain,2020-12-31,Osasuna,Alaves
1.9,1.1,1.9,1.3,0.6,0.5,2.0,1.8,1,0.2,0.14285714285714285,4,2,2,spain,2021-01-02,Real Madrid,Celta
1.4,0.9,1.4,1.2,0.4,0.3,1.7,1.4,1,0.5384615384615384,0.2,1,1,2,spain,2021-01-02,Villarreal,Levante
1.2,2.2,1.2,0.7,0.3,0.6,1.0,1.9,1,0.17647058823529413,0.2857142857142857,5,2,1,spain,2021-01-02,Betis,Sevilla
0.7,1.3,1.0,1.5,0.1,0.3,0.7,1.2,1,0.3333333333333333,0.2222222222222222,3,2,0,spain,2021-01-02,Getafe,Valladolid
1.2,0.9,0.8,2.0,0.4,0.0,1.5,0.4,1,0.2222222222222222,0.2857142857142857,1,1,1,spain,2021-01-03,Sociedad,Osasuna
0.7,1.0,1.2,1.5,0.1,0.4,0.9,1.4,1,0.4375,0.42857142857142855,2,1,2,spain,2021-01-03,Eibar,Granada
1.1,1.7,1.5,0.9,0.1,0.4,0.8,1.5,1,0.8,0.3333333333333333,1,0,0,spain,2021-01-03,Huesca,Barcelona
1.4,1.3,1.0,1.3,0.3,0.1,1.2,0.9,1,0.14285714285714285,0.3333333333333333,2,1,2,spain,2021-01-03,Ath Bilbao,Elche
0.9,1.2,1.9,0.4,0.2,0.9,1.1,2.7,1,0.2,0.4444444444444444,3,2,0,spain,2021-01-03,Alaves,Ath Madrid
1.4,1.5,0.5,1.4,0.1,0.2,0.8,0.9,1,0.3333333333333333,0.2,2,2,1,spain,2021-01-04,Valencia,Cadiz
1.3,1.2,1.6,0.8,0.3,0.5,1.2,1.8,1,0.3333333333333333,0.6428571428571429,2,1,0,spain,2021-01-06,Ath Bilbao,Barcelona
1.8,1.4,1.4,0.9,0.5,0.4,1.7,1.7,1,0.3333333333333333,0.375,1,0,0,spain,2021-01-08,Celta,Villarreal
1.3,0.7,0.9,0.9,0.6,0.3,2.0,1.3,1,0.5384615384615384,0.36363636363636365,0,3,2,spain,2021-01-09,Sevilla,Sociedad
